"fixture_id","league_id","event_date","event_timestamp","firstHalfStart","secondHalfStart","round","status","statusShort","elapsed","venue","referee","goalsHomeTeam","goalsAwayTeam","homeTeam_id","awayTeam_id","scoreHaltime","scoreFulltime","scoreExtratime","scorePenalty"
328289,1396,"2021-01-20T20:00:00+00:00",1611172800,NA,NA,"Regular Season - 31","Not Started","NS",0,"Arena do Grêmio",NA,NA,NA,130,1062,NA,NA,NA,NA
328290,1396,"2021-01-20T20:00:00+00:00",1611172800,NA,NA,"Regular Season - 31","Not Started","NS",0,"Estádio Cícero Pompeu de Toledo",NA,NA,NA,126,119,NA,NA,NA,NA
328291,1396,"2021-01-20T20:00:00+00:00",1611172800,NA,NA,"Regular Season - 31","Not Started","NS",0,"Arena Corinthians",NA,NA,NA,131,123,NA,NA,NA,NA
328292,1396,"2021-01-20T20:00:00+00:00",1611172800,NA,NA,"Regular Season - 31","Not Started","NS",0,"Arena Fonte Nova",NA,NA,NA,118,134,NA,NA,NA,NA
328293,1396,"2021-01-20T20:00:00+00:00",1611172800,NA,NA,"Regular Season - 31","Not Started","NS",0,"Estádio do Governo do Estado de Goiás",NA,NA,NA,151,129,NA,NA,NA,NA
328294,1396,"2021-01-20T20:00:00+00:00",1611172800,NA,NA,"Regular Season - 31","Not Started","NS",0,"Estádio Nilton Santos",NA,NA,NA,120,144,NA,NA,NA,NA
328295,1396,"2021-01-24T20:00:00+00:00",1611518400,NA,NA,"Regular Season - 32","Not Started","NS",0,"Arena da Baixada",NA,NA,NA,134,127,NA,NA,NA,NA
328296,1396,"2021-01-24T20:00:00+00:00",1611518400,NA,NA,"Regular Season - 32","Not Started","NS",0,"Estadio Jornalista Mário Filho",NA,NA,NA,124,120,NA,NA,NA,NA
328297,1396,"2021-01-24T20:00:00+00:00",1611518400,NA,NA,"Regular Season - 32","Not Started","NS",0,"Estádio Governador Plácido Aderaldo Castelo",NA,NA,NA,129,121,NA,NA,NA,NA
328298,1396,"2021-01-24T20:00:00+00:00",1611518400,NA,NA,"Regular Season - 32","Not Started","NS",0,"Arena Corinthians",NA,NA,NA,131,794,NA,NA,NA,NA
328299,1396,"2021-01-24T20:00:00+00:00",1611518400,NA,NA,"Regular Season - 32","Not Started","NS",0,"Estádio Club de Regatas Vasco da Gama",NA,NA,NA,133,1062,NA,NA,NA,NA
328300,1396,"2021-01-24T20:00:00+00:00",1611518400,NA,NA,"Regular Season - 32","Not Started","NS",0,"Estádio José Pinheiro Borda",NA,NA,NA,119,130,NA,NA,NA,NA
328301,1396,"2021-01-24T20:00:00+00:00",1611518400,NA,NA,"Regular Season - 32","Not Started","NS",0,"Estádio Adelmar da Costa Carvalho",NA,NA,NA,123,118,NA,NA,NA,NA
328302,1396,"2021-01-24T20:00:00+00:00",1611518400,NA,NA,"Regular Season - 32","Not Started","NS",0,"Estádio Cícero Pompeu de Toledo",NA,NA,NA,126,147,NA,NA,NA,NA
328303,1396,"2021-01-24T20:00:00+00:00",1611518400,NA,NA,"Regular Season - 32","Not Started","NS",0,"Estádio do Governo do Estado de Goiás",NA,NA,NA,144,154,NA,NA,NA,NA
328304,1396,"2021-01-24T20:00:00+00:00",1611518400,NA,NA,"Regular Season - 32","Not Started","NS",0,"Estádio Urbano Caldeira",NA,NA,NA,128,151,NA,NA,NA,NA
328305,1396,"2021-01-31T20:00:00+00:00",1612123200,NA,NA,"Regular Season - 33","Not Started","NS",0,"Estádio Adelmar da Costa Carvalho",NA,NA,NA,123,127,NA,NA,NA,NA
328306,1396,"2021-01-31T20:00:00+00:00",1612123200,NA,NA,"Regular Season - 33","Not Started","NS",0,"Allianz Parque",NA,NA,NA,121,120,NA,NA,NA,NA
328307,1396,"2021-01-31T20:00:00+00:00",1612123200,NA,NA,"Regular Season - 33","Not Started","NS",0,"Estádio do Governo do Estado de Goiás",NA,NA,NA,144,126,NA,NA,NA,NA
328308,1396,"2021-01-31T20:00:00+00:00",1612123200,NA,NA,"Regular Season - 33","Not Started","NS",0,"Estádio José Pinheiro Borda",NA,NA,NA,119,794,NA,NA,NA,NA
328309,1396,"2021-01-31T20:00:00+00:00",1612123200,NA,NA,"Regular Season - 33","Not Started","NS",0,"Estádio Urbano Caldeira",NA,NA,NA,128,131,NA,NA,NA,NA
328310,1396,"2021-01-31T20:00:00+00:00",1612123200,NA,NA,"Regular Season - 33","Not Started","NS",0,"Estádio Major Antônio Couto Pereira",NA,NA,NA,147,130,NA,NA,NA,NA
328311,1396,"2021-01-31T20:00:00+00:00",1612123200,NA,NA,"Regular Season - 33","Not Started","NS",0,"Estádio Club de Regatas Vasco da Gama",NA,NA,NA,133,118,NA,NA,NA,NA
328312,1396,"2021-01-31T20:00:00+00:00",1612123200,NA,NA,"Regular Season - 33","Not Started","NS",0,"Estádio Governador Plácido Aderaldo Castelo",NA,NA,NA,129,134,NA,NA,NA,NA
328313,1396,"2021-01-31T20:00:00+00:00",1612123200,NA,NA,"Regular Season - 33","Not Started","NS",0,"Estádio Raimundo Sampaio",NA,NA,NA,1062,154,NA,NA,NA,NA
328314,1396,"2021-01-31T20:00:00+00:00",1612123200,NA,NA,"Regular Season - 33","Not Started","NS",0,"Estadio Jornalista Mário Filho",NA,NA,NA,124,151,NA,NA,NA,NA
328315,1396,"2021-02-07T20:00:00+00:00",1612728000,NA,NA,"Regular Season - 34","Not Started","NS",0,"Arena Fonte Nova",NA,NA,NA,118,124,NA,NA,NA,NA
328316,1396,"2021-02-07T20:00:00+00:00",1612728000,NA,NA,"Regular Season - 34","Not Started","NS",0,"Estadio Jornalista Mário Filho",NA,NA,NA,127,133,NA,NA,NA,NA
328317,1396,"2021-02-07T20:00:00+00:00",1612728000,NA,NA,"Regular Season - 34","Not Started","NS",0,"Estádio Cícero Pompeu de Toledo",NA,NA,NA,126,121,NA,NA,NA,NA
328318,1396,"2021-02-07T20:00:00+00:00",1612728000,NA,NA,"Regular Season - 34","Not Started","NS",0,"Arena do Grêmio",NA,NA,NA,130,128,NA,NA,NA,NA
328319,1396,"2021-02-07T20:00:00+00:00",1612728000,NA,NA,"Regular Season - 34","Not Started","NS",0,"Estádio do Governo do Estado de Goiás",NA,NA,NA,151,1062,NA,NA,NA,NA
328320,1396,"2021-02-07T20:00:00+00:00",1612728000,NA,NA,"Regular Season - 34","Not Started","NS",0,"Arena da Baixada",NA,NA,NA,134,119,NA,NA,NA,NA
328321,1396,"2021-02-07T20:00:00+00:00",1612728000,NA,NA,"Regular Season - 34","Not Started","NS",0,"Estádio Nilton Santos",NA,NA,NA,120,123,NA,NA,NA,NA
328322,1396,"2021-02-07T20:00:00+00:00",1612728000,NA,NA,"Regular Season - 34","Not Started","NS",0,"Estádio Municipal Presidente Getúlio Vargas",NA,NA,NA,154,147,NA,NA,NA,NA
328323,1396,"2021-02-07T20:00:00+00:00",1612728000,NA,NA,"Regular Season - 34","Not Started","NS",0,"Arena Corinthians",NA,NA,NA,131,129,NA,NA,NA,NA
328324,1396,"2021-02-07T20:00:00+00:00",1612728000,NA,NA,"Regular Season - 34","Not Started","NS",0,"Estádio Nabi Abi Chedid",NA,NA,NA,794,144,NA,NA,NA,NA
328325,1396,"2021-02-13T20:00:00+00:00",1613246400,NA,NA,"Regular Season - 35","Not Started","NS",0,"Estádio Nabi Abi Chedid",NA,NA,NA,794,127,NA,NA,NA,NA
328326,1396,"2021-02-13T20:00:00+00:00",1613246400,NA,NA,"Regular Season - 35","Not Started","NS",0,"Estádio Municipal Presidente Getúlio Vargas",NA,NA,NA,154,133,NA,NA,NA,NA
328327,1396,"2021-02-13T20:00:00+00:00",1613246400,NA,NA,"Regular Season - 35","Not Started","NS",0,"Estádio Major Antônio Couto Pereira",NA,NA,NA,147,121,NA,NA,NA,NA
328328,1396,"2021-02-13T20:00:00+00:00",1613246400,NA,NA,"Regular Season - 35","Not Started","NS",0,"Estádio do Governo do Estado de Goiás",NA,NA,NA,144,128,NA,NA,NA,NA
328329,1396,"2021-02-13T20:00:00+00:00",1613246400,NA,NA,"Regular Season - 35","Not Started","NS",0,"Estadio Jornalista Mário Filho",NA,NA,NA,124,1062,NA,NA,NA,NA
328330,1396,"2021-02-13T20:00:00+00:00",1613246400,NA,NA,"Regular Season - 35","Not Started","NS",0,"Estádio Nilton Santos",NA,NA,NA,120,130,NA,NA,NA,NA
328331,1396,"2021-02-13T20:00:00+00:00",1613246400,NA,NA,"Regular Season - 35","Not Started","NS",0,"Estádio José Pinheiro Borda",NA,NA,NA,119,123,NA,NA,NA,NA
328332,1396,"2021-02-13T20:00:00+00:00",1613246400,NA,NA,"Regular Season - 35","Not Started","NS",0,"Arena Corinthians",NA,NA,NA,131,134,NA,NA,NA,NA
328333,1396,"2021-02-13T20:00:00+00:00",1613246400,NA,NA,"Regular Season - 35","Not Started","NS",0,"Estádio Cícero Pompeu de Toledo",NA,NA,NA,126,129,NA,NA,NA,NA
328334,1396,"2021-02-13T20:00:00+00:00",1613246400,NA,NA,"Regular Season - 35","Not Started","NS",0,"Arena Fonte Nova",NA,NA,NA,118,151,NA,NA,NA,NA
328335,1396,"2021-02-17T20:00:00+00:00",1613592000,NA,NA,"Regular Season - 36","Not Started","NS",0,"Estádio Governador Plácido Aderaldo Castelo",NA,NA,NA,129,124,NA,NA,NA,NA
328336,1396,"2021-02-17T20:00:00+00:00",1613592000,NA,NA,"Regular Season - 36","Not Started","NS",0,"Estádio do Governo do Estado de Goiás",NA,NA,NA,151,120,NA,NA,NA,NA
328337,1396,"2021-02-17T20:00:00+00:00",1613592000,NA,NA,"Regular Season - 36","Not Started","NS",0,"Arena do Grêmio",NA,NA,NA,130,126,NA,NA,NA,NA
328338,1396,"2021-02-17T20:00:00+00:00",1613592000,NA,NA,"Regular Season - 36","Not Started","NS",0,"Estádio Adelmar da Costa Carvalho",NA,NA,NA,123,794,NA,NA,NA,NA
328339,1396,"2021-02-17T20:00:00+00:00",1613592000,NA,NA,"Regular Season - 36","Not Started","NS",0,"Estadio Jornalista Mário Filho",NA,NA,NA,127,131,NA,NA,NA,NA
328340,1396,"2021-02-17T20:00:00+00:00",1613592000,NA,NA,"Regular Season - 36","Not Started","NS",0,"Estádio Club de Regatas Vasco da Gama",NA,NA,NA,133,119,NA,NA,NA,NA
328341,1396,"2021-02-17T20:00:00+00:00",1613592000,NA,NA,"Regular Season - 36","Not Started","NS",0,"Estádio Raimundo Sampaio",NA,NA,NA,1062,118,NA,NA,NA,NA
328342,1396,"2021-02-17T20:00:00+00:00",1613592000,NA,NA,"Regular Season - 36","Not Started","NS",0,"Estádio Urbano Caldeira",NA,NA,NA,128,147,NA,NA,NA,NA
328343,1396,"2021-02-17T20:00:00+00:00",1613592000,NA,NA,"Regular Season - 36","Not Started","NS",0,"Allianz Parque",NA,NA,NA,121,154,NA,NA,NA,NA
328344,1396,"2021-02-17T20:00:00+00:00",1613592000,NA,NA,"Regular Season - 36","Not Started","NS",0,"Arena da Baixada",NA,NA,NA,134,144,NA,NA,NA,NA
328345,1396,"2021-02-21T20:00:00+00:00",1613937600,NA,NA,"Regular Season - 37","Not Started","NS",0,"Estádio Urbano Caldeira",NA,NA,NA,128,124,NA,NA,NA,NA
328346,1396,"2021-02-21T20:00:00+00:00",1613937600,NA,NA,"Regular Season - 37","Not Started","NS",0,"Arena Corinthians",NA,NA,NA,131,133,NA,NA,NA,NA
328347,1396,"2021-02-21T20:00:00+00:00",1613937600,NA,NA,"Regular Season - 37","Not Started","NS",0,"Estádio Nilton Santos",NA,NA,NA,120,126,NA,NA,NA,NA
328348,1396,"2021-02-21T20:00:00+00:00",1613937600,NA,NA,"Regular Season - 37","Not Started","NS",0,"Estádio do Governo do Estado de Goiás",NA,NA,NA,151,794,NA,NA,NA,NA
328349,1396,"2021-02-21T20:00:00+00:00",1613937600,NA,NA,"Regular Season - 37","Not Started","NS",0,"Estádio Adelmar da Costa Carvalho",NA,NA,NA,123,1062,NA,NA,NA,NA
328350,1396,"2021-02-21T20:00:00+00:00",1613937600,NA,NA,"Regular Season - 37","Not Started","NS",0,"Estadio Jornalista Mário Filho",NA,NA,NA,127,119,NA,NA,NA,NA
328351,1396,"2021-02-21T20:00:00+00:00",1613937600,NA,NA,"Regular Season - 37","Not Started","NS",0,"Estádio Municipal Presidente Getúlio Vargas",NA,NA,NA,154,118,NA,NA,NA,NA
328352,1396,"2021-02-21T20:00:00+00:00",1613937600,NA,NA,"Regular Season - 37","Not Started","NS",0,"Arena do Grêmio",NA,NA,NA,130,134,NA,NA,NA,NA
328353,1396,"2021-02-21T20:00:00+00:00",1613937600,NA,NA,"Regular Season - 37","Not Started","NS",0,"Estádio Major Antônio Couto Pereira",NA,NA,NA,147,129,NA,NA,NA,NA
328354,1396,"2021-02-21T20:00:00+00:00",1613937600,NA,NA,"Regular Season - 37","Not Started","NS",0,"Allianz Parque",NA,NA,NA,121,144,NA,NA,NA,NA
328355,1396,"2021-02-24T20:00:00+00:00",1614196800,NA,NA,"Regular Season - 38","Not Started","NS",0,"Estádio Cícero Pompeu de Toledo",NA,NA,NA,126,127,NA,NA,NA,NA
328356,1396,"2021-02-24T20:00:00+00:00",1614196800,NA,NA,"Regular Season - 38","Not Started","NS",0,"Estádio Governador Plácido Aderaldo Castelo",NA,NA,NA,129,120,NA,NA,NA,NA
328357,1396,"2021-02-24T20:00:00+00:00",1614196800,NA,NA,"Regular Season - 38","Not Started","NS",0,"Estádio Raimundo Sampaio",NA,NA,NA,1062,121,NA,NA,NA,NA
328358,1396,"2021-02-24T20:00:00+00:00",1614196800,NA,NA,"Regular Season - 38","Not Started","NS",0,"Arena Fonte Nova",NA,NA,NA,118,128,NA,NA,NA,NA
328359,1396,"2021-02-24T20:00:00+00:00",1614196800,NA,NA,"Regular Season - 38","Not Started","NS",0,"Estádio José Pinheiro Borda",NA,NA,NA,119,131,NA,NA,NA,NA
328360,1396,"2021-02-24T20:00:00+00:00",1614196800,NA,NA,"Regular Season - 38","Not Started","NS",0,"Estádio Nabi Abi Chedid",NA,NA,NA,794,130,NA,NA,NA,NA
328361,1396,"2021-02-24T20:00:00+00:00",1614196800,NA,NA,"Regular Season - 38","Not Started","NS",0,"Arena da Baixada",NA,NA,NA,134,123,NA,NA,NA,NA
328362,1396,"2021-02-24T20:00:00+00:00",1614196800,NA,NA,"Regular Season - 38","Not Started","NS",0,"Estádio do Governo do Estado de Goiás",NA,NA,NA,144,147,NA,NA,NA,NA
328363,1396,"2021-02-24T20:00:00+00:00",1614196800,NA,NA,"Regular Season - 38","Not Started","NS",0,"Estadio Jornalista Mário Filho",NA,NA,NA,124,154,NA,NA,NA,NA
328364,1396,"2021-02-24T20:00:00+00:00",1614196800,NA,NA,"Regular Season - 38","Not Started","NS",0,"Estádio Club de Regatas Vasco da Gama",NA,NA,NA,133,151,NA,NA,NA,NA
